2025-11-26 12:21:18 | INFO    | medibot | New chat created 1217309c-b957-4c3b-b90f-67ac67ea06b3 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 13:56:41 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 13:56:50 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 13:56:50 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 13:56:56 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 13:57:59 | INFO    | medibot | New chat created 0db05969-13c9-40f3-aa74-53218d352d59 for user 23f144a9-7602-4e81-a77d-bfa7ed1be520
2025-11-26 13:57:59 | INFO    | medibot | New chat created 8eee6749-bbbb-42aa-a87d-aeaa1be9b4da for user 23f144a9-7602-4e81-a77d-bfa7ed1be520
2025-11-26 13:58:00 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 13:58:00 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 13:58:30 | WARNING | huggingface_hub.utils._http | '(ReadTimeoutError("HTTPSConnectionPool(host='huggingface.co', port=443): Read timed out. (read timeout=10)"), '(Request ID: 36486bd4-6669-4382-b45f-91ff353d8d79)')' thrown while requesting HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/./modules.json
2025-11-26 13:58:30 | WARNING | huggingface_hub.utils._http | Retrying in 1s [Retry 1/5].
2025-11-26 13:58:44 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 13:59:45 | INFO    | medibot | New chat created 7ea65a67-81f1-4fe1-bb6e-e0bf0584147e for user df4bd02f-c10f-478e-a2c6-07ed57b6c50f
2025-11-26 13:59:46 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 13:59:46 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 13:59:53 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 14:00:00 | INFO    | medibot | New chat created 20120bb0-08ce-46d1-be2a-4742a71bfdcb for user 23f144a9-7602-4e81-a77d-bfa7ed1be520
2025-11-26 14:00:35 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 14:00:35 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 14:00:43 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 14:54:12 | INFO    | medibot | New chat created 84863778-7191-4d1e-b7b3-899572d3580a for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 14:54:12 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 14:54:12 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 14:54:22 | WARNING | huggingface_hub.utils._http | '(ReadTimeoutError("HTTPSConnectionPool(host='huggingface.co', port=443): Read timed out. (read timeout=10)"), '(Request ID: 23bf18fa-4c3c-4ab5-bb5d-d3039e53b91f)')' thrown while requesting HEAD https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2/resolve/main/./modules.json
2025-11-26 14:54:22 | WARNING | huggingface_hub.utils._http | Retrying in 1s [Retry 1/5].
2025-11-26 14:54:32 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 14:54:39 | INFO    | medibot | New chat created 7a2eb8d3-07d1-4e2a-ac4b-2f733f726128 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 14:54:47 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 14:54:47 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 14:54:55 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 15:36:22 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:36:22 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:36:26 | INFO    | faiss.loader | Loading faiss with AVX2 support.
2025-11-26 15:36:27 | INFO    | faiss.loader | Successfully loaded faiss with AVX2 support.
2025-11-26 15:36:28 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 15:37:06 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:37:06 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:37:10 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 15:51:09 | INFO    | medibot | New chat created 27ea8045-b7d6-488c-97c1-ac7dbfee4dcb for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 15:51:13 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 15:51:17 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 15:51:17 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 15:51:17 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 15:51:17 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 15:51:17 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:51:17 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:51:29 | INFO    | faiss.loader | Loading faiss with AVX2 support.
2025-11-26 15:51:29 | INFO    | faiss.loader | Successfully loaded faiss with AVX2 support.
2025-11-26 15:51:29 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:51:29 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:51:39 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 15:52:14 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:52:14 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:52:22 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 15:56:23 | INFO    | medibot | New chat created 9f8d404c-f14b-45fe-aae3-3c1026f716f0 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 15:56:26 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
2025-11-26 15:56:29 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:56:29 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:56:37 | INFO    | faiss.loader | Loading faiss with AVX2 support.
2025-11-26 15:56:37 | INFO    | faiss.loader | Successfully loaded faiss with AVX2 support.
2025-11-26 15:56:37 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:56:37 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:56:44 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 15:59:16 | INFO    | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-11-26 15:59:16 | INFO    | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-11-26 15:59:24 | INFO    | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-11-26 16:07:55 | INFO    | medibot | New chat created 2cd3f9ad-a549-49b1-b2f1-00d1c31510e5 for user 1019f2a5-6100-4183-aadd-a30f779968ca
2025-11-26 16:08:00 | WARNING | unstructured | libmagic is unavailable but assists in filetype detection. Please consider installing libmagic for better results.
